Date,State,StateAbbreviation,AverageWildfireSize,NumberOfWildfires
2015-11-01,Florida,FL,6.08931034482759,58
2015-12-01,Florida,FL,9.94310344827586,58
1992-01-01,Georgia,GA,3.74312162162162,740
1992-02-01,Georgia,GA,4.20680389221557,1336
1992-03-01,Georgia,GA,5.33311581422693,1701
1992-04-01,Georgia,GA,4.99136417556346,843
1992-05-01,Georgia,GA,3.644775,800
1992-06-01,Georgia,GA,3.73960317460317,126
1992-07-01,Georgia,GA,2.11660714285714,168
1992-08-01,Georgia,GA,2.25265306122449,98
1992-09-01,Georgia,GA,1.49666666666667,87
1992-10-01,Georgia,GA,1.36849740932642,193
1992-11-01,Georgia,GA,2.92112903225806,186
1992-12-01,Georgia,GA,2.46298342541436,181
1993-01-01,Georgia,GA,6.12627306273063,271
1993-02-01,Georgia,GA,3.77753263707572,766
1993-03-01,Georgia,GA,5.25947027027027,925
1993-04-01,Georgia,GA,3.33935789473684,950
1993-05-01,Georgia,GA,2.58017915309446,614
1993-06-01,Georgia,GA,10.359803516029,967
1993-07-01,Georgia,GA,5.78683624801272,1258
1993-08-01,Georgia,GA,3.10517647058824,680
1993-09-01,Georgia,GA,2.51442401960784,816
1993-10-01,Georgia,GA,2.5156974248927,932
1993-11-01,Georgia,GA,3.16189285714286,560
1993-12-01,Georgia,GA,2.05322580645161,372
1994-01-01,Georgia,GA,3.05009493670886,632
1994-02-01,Georgia,GA,3.16388461538462,1040
1994-03-01,Georgia,GA,5.29295350957156,2194
1994-04-01,Georgia,GA,2.91234015345269,782
1994-05-01,Georgia,GA,2.94551299589603,731
1994-06-01,Georgia,GA,2.91296875,192
1994-07-01,Georgia,GA,3.38157894736842,57
1994-08-01,Georgia,GA,2.08317647058824,85
1994-09-01,Georgia,GA,1.17694444444444,144
1994-10-01,Georgia,GA,1.20179245283019,106
1994-11-01,Georgia,GA,4.83776381909548,398
1994-12-01,Georgia,GA,2.69515695067265,223
1995-01-01,Georgia,GA,2.4012962962963,270
1995-02-01,Georgia,GA,3.72669689119171,772
1995-03-01,Georgia,GA,3.85623943661972,1420
1995-04-01,Georgia,GA,2.85338083927158,1263
1995-05-01,Georgia,GA,3.00584558823529,816
1995-06-01,Georgia,GA,4.88881679389313,262
1995-07-01,Georgia,GA,2.83576631259484,659
1995-08-01,Georgia,GA,3.35598591549296,426
1995-09-01,Georgia,GA,2.460625,416
1995-10-01,Georgia,GA,1.94039682539683,378
1995-11-01,Georgia,GA,2.07030973451327,452
1995-12-01,Georgia,GA,2.55461630695444,834
1996-01-01,Georgia,GA,2.65440054495913,734
1996-02-01,Georgia,GA,5.4518317677199,2342
1996-03-01,Georgia,GA,5.04261282660333,1684
1996-04-01,Georgia,GA,3.58812954876274,1374
1996-05-01,Georgia,GA,3.39135670731707,656
1996-06-01,Georgia,GA,2.34963157894737,570
1996-07-01,Georgia,GA,3.30320241691843,662
1996-08-01,Georgia,GA,2.01925,280
1996-09-01,Georgia,GA,2.63148484848485,330
1996-10-01,Georgia,GA,1.75496221662469,397
1996-11-01,Georgia,GA,2.28701421800948,422
1996-12-01,Georgia,GA,2.35429928741093,421
1997-01-01,Georgia,GA,3.52149517684887,622
1997-02-01,Georgia,GA,2.9895008912656,561
1997-03-01,Georgia,GA,3.82069190600522,1532
1997-04-01,Georgia,GA,3.76010204081633,1176
1997-05-01,Georgia,GA,2.58240704500978,511
1997-06-01,Georgia,GA,3.57236486486486,148
1997-07-01,Georgia,GA,2.18760252365931,317
1997-08-01,Georgia,GA,2.58420689655172,435
1997-09-01,Georgia,GA,2.61535129932628,1039
1997-10-01,Georgia,GA,1.64645418326693,502
1997-11-01,Georgia,GA,1.24125,176
1997-12-01,Georgia,GA,1.56851162790698,215
1998-01-01,Georgia,GA,2.19182978723404,235
1998-02-01,Georgia,GA,2.93625250501002,499
1998-03-01,Georgia,GA,4.58029748283753,874
1998-04-01,Georgia,GA,3.1035799522673,419
1998-05-01,Georgia,GA,2.65867494824017,483
1998-06-01,Georgia,GA,17.5444650040225,1243
1998-07-01,Georgia,GA,11.0449668874172,755
1998-08-01,Georgia,GA,3.11444230769231,520
1998-09-01,Georgia,GA,2.52361884368308,467
1998-10-01,Georgia,GA,1.89578549848943,662
1998-11-01,Georgia,GA,2.94143689320388,515
1998-12-01,Georgia,GA,2.58693163751987,629
1999-01-01,Georgia,GA,2.80052356020942,764
1999-02-01,Georgia,GA,3.84665708123652,1391
1999-03-01,Georgia,GA,5.75745784695201,2313
1999-04-01,Georgia,GA,16.596955017301,1445
1999-05-01,Georgia,GA,5.03370508054523,807
1999-06-01,Georgia,GA,2.95732217573222,478
1999-07-01,Georgia,GA,4.09796954314721,197
1999-08-01,Georgia,GA,4.92982456140351,798
1999-09-01,Georgia,GA,4.00641373080397,1107
1999-10-01,Georgia,GA,2.35739795918367,392
1999-11-01,Georgia,GA,13.9127694859038,603
1999-12-01,Georgia,GA,5.16773428232503,843
2000-01-01,Georgia,GA,5.20704260651629,798
2000-02-01,Georgia,GA,4.71464020933275,2293
2000-03-01,Georgia,GA,14.0016840640223,1437
2000-04-01,Georgia,GA,9.29303621169916,718
2000-05-01,Georgia,GA,3.36932410423453,1228
2000-06-01,Georgia,GA,3.64911792014856,1077
2000-07-01,Georgia,GA,8.28466738197425,932
2000-08-01,Georgia,GA,3.00480412371134,485
2000-09-01,Georgia,GA,1.32136363636364,132
2000-10-01,Georgia,GA,3.3217445482866,642
2000-11-01,Georgia,GA,1.98109422492401,329
2000-12-01,Georgia,GA,3.36276150627615,478
2001-01-01,Georgia,GA,3.8223743232792,1293
2001-02-01,Georgia,GA,3.59185670261941,1298
2001-03-01,Georgia,GA,3.9675,788
2001-04-01,Georgia,GA,4.97946712018141,882
2001-05-01,Georgia,GA,19.5870847084708,909
2001-06-01,Georgia,GA,20.0832530120482,166
2001-07-01,Georgia,GA,1.85916201117318,179
2001-08-01,Georgia,GA,4.22883458646617,266
2001-09-01,Georgia,GA,1.82915422885572,201
2001-10-01,Georgia,GA,3.24741666666667,1080
2001-11-01,Georgia,GA,3.91170049369172,1823
2001-12-01,Georgia,GA,3.79931586608443,687
2002-01-01,Georgia,GA,4.58715909090909,704
2002-02-01,Georgia,GA,5.3954195993503,1847
2002-03-01,Georgia,GA,9.04214065391733,1621
2002-04-01,Georgia,GA,5.61906336088154,726
2002-05-01,Georgia,GA,190.636039156627,664
2002-06-01,Georgia,GA,4.95817204301075,558
2002-07-01,Georgia,GA,3.65323671497585,414
2002-08-01,Georgia,GA,3.68683655536028,569
2002-09-01,Georgia,GA,3.79263157894737,266
2002-10-01,Georgia,GA,1.75488095238095,84
2002-11-01,Georgia,GA,1.79264705882353,136
2002-12-01,Georgia,GA,2.80967441860465,215
2003-01-01,Georgia,GA,2.40882915173238,837
2003-02-01,Georgia,GA,2.94215170278638,646
2003-03-01,Georgia,GA,3.48263665594855,311
2003-04-01,Georgia,GA,2.75030555555556,360
2003-05-01,Georgia,GA,1.15291428571429,175
2003-06-01,Georgia,GA,0.7275,100
2003-07-01,Georgia,GA,1.52096385542169,83
2003-08-01,Georgia,GA,0.922,70
2003-09-01,Georgia,GA,1.00268138801262,317
2003-10-01,Georgia,GA,2.29222621184919,557
2003-11-01,Georgia,GA,3.64297202797203,572
2003-12-01,Georgia,GA,2.56708719851577,539
2004-01-01,Georgia,GA,3.8159499536608,1079
2004-02-01,Georgia,GA,3.9092270531401,621
2004-03-01,Georgia,GA,5.7324021708064,2939
2004-04-01,Georgia,GA,4.53649713467049,1396
2004-05-01,Georgia,GA,3.07377162629758,578
2004-06-01,Georgia,GA,3.9273477826087,230
2004-07-01,Georgia,GA,4.49737283898305,236
2004-08-01,Georgia,GA,2.53279835390946,243
2004-09-01,Georgia,GA,0.601683168316832,101
2004-10-01,Georgia,GA,0.956038961038961,154
2004-11-01,Georgia,GA,1.82929487179487,156
2004-12-01,Georgia,GA,1.60675126903553,394
2005-01-01,Georgia,GA,2.95676039119804,818
2005-02-01,Georgia,GA,3.36102836879433,846
2005-03-01,Georgia,GA,5.16305632502308,1083
2005-04-01,Georgia,GA,2.8248132780083,482
2005-05-01,Georgia,GA,1.7471335504886,307
2005-06-01,Georgia,GA,2.20329545454545,88
2005-07-01,Georgia,GA,1.21064935064935,77
2005-08-01,Georgia,GA,1.11414285714286,70
2005-09-01,Georgia,GA,2.14521008403361,476
2005-10-01,Georgia,GA,2.8849815498155,542
2005-11-01,Georgia,GA,3.18987872105843,907
2005-12-01,Georgia,GA,2.4343059490085,353
2006-01-01,Georgia,GA,3.33025773195876,582
2006-02-01,Georgia,GA,3.16684370257967,659
2006-03-01,Georgia,GA,5.41976365546218,1904
2006-04-01,Georgia,GA,5.59115875,1096
2006-05-01,Georgia,GA,4.00531055900621,644
2006-06-01,Georgia,GA,3.47783352337514,877
2006-07-01,Georgia,GA,4.3881327027027,814
2006-08-01,Georgia,GA,5.22175555555556,450
2006-09-01,Georgia,GA,2.79561983471074,242
2006-10-01,Georgia,GA,3.18992551210428,537
2006-11-01,Georgia,GA,2.94771084337349,415
2006-12-01,Georgia,GA,3.23523404255319,705
2007-01-01,Georgia,GA,3.47686520376176,319
2007-02-01,Georgia,GA,6.13583466292135,1246
2007-03-01,Georgia,GA,6.82348951488423,1814
2007-04-01,Georgia,GA,232.001904501237,1213
2007-05-01,Georgia,GA,9.94267857142857,1176
2007-06-01,Georgia,GA,3.73091068301226,571
2007-07-01,Georgia,GA,9.48839003095975,323
2007-08-01,Georgia,GA,5.88461693516699,509
2007-09-01,Georgia,GA,3.7595390070922,282
2007-10-01,Georgia,GA,3.06328990228013,307
2007-11-01,Georgia,GA,3.60330948121646,559
2007-12-01,Georgia,GA,2.54193467336683,398
2008-01-01,Georgia,GA,2.94862672535211,284
2008-02-01,Georgia,GA,4.4785142118863,774
2008-03-01,Georgia,GA,4.86670030272452,991
2008-04-01,Georgia,GA,3.29515625,448
2008-05-01,Georgia,GA,5.19345535469108,437
2008-06-01,Georgia,GA,8.28462703962704,858
2008-07-01,Georgia,GA,3.24267813267813,407
2008-08-01,Georgia,GA,3.11088652482269,282
2008-09-01,Georgia,GA,1.856875,288
2008-10-01,Georgia,GA,1.56386363636364,396
2008-11-01,Georgia,GA,5.18644385026738,374
2008-12-01,Georgia,GA,2.31611940298507,268
2009-01-01,Georgia,GA,2.59787878787879,396
2009-02-01,Georgia,GA,4.82281857571214,1334
2009-03-01,Georgia,GA,7.04213657488987,908
2009-04-01,Georgia,GA,3.40890243902439,328
2009-05-01,Georgia,GA,1.98736363636364,110
2009-06-01,Georgia,GA,3.12902123404255,235
2009-07-01,Georgia,GA,1.999,370
2009-08-01,Georgia,GA,4.12037313432836,134
2009-09-01,Georgia,GA,1.5273275862069,116
2009-10-01,Georgia,GA,0.709722222222222,72
2009-11-01,Georgia,GA,2.41418032786885,122
2009-12-01,Georgia,GA,0.932549019607843,51
2010-01-01,Georgia,GA,2.05722007722008,259
2010-02-01,Georgia,GA,3.63416438356164,365
2010-03-01,Georgia,GA,3.59902777777778,864
2010-04-01,Georgia,GA,5.60587878787879,825
2010-05-01,Georgia,GA,4.1125,164
2010-06-01,Georgia,GA,3.04487922705314,207
2010-07-01,Georgia,GA,3.51572916666667,288
2010-08-01,Georgia,GA,5.78971291866029,209
2010-09-01,Georgia,GA,2.12224066390041,723
2010-10-01,Georgia,GA,2.87537220843672,806
2010-11-01,Georgia,GA,8.09148073022312,493
2010-12-01,Georgia,GA,3.61596125186289,671
2011-01-01,Georgia,GA,3.9580612244898,686
2011-02-01,Georgia,GA,8.95680955296999,1633
2011-03-01,Georgia,GA,44.2725514403292,1215
2011-04-01,Georgia,GA,534.953659793814,582
2011-05-01,Georgia,GA,7.69634812286689,879
2011-06-01,Georgia,GA,36.7255965909091,1056
2011-07-01,Georgia,GA,6.32269230769231,312
2011-08-01,Georgia,GA,4.78587401574803,635
2011-09-01,Georgia,GA,5.08211267605634,497
2011-10-01,Georgia,GA,2.94953367875648,386
2011-11-01,Georgia,GA,2.36780327868852,305
2011-12-01,Georgia,GA,2.14109649122807,228
2012-01-01,Georgia,GA,4.05028571428571,525
2012-02-01,Georgia,GA,6.32781954887218,532
2012-03-01,Georgia,GA,8.11387048192771,664
2012-04-01,Georgia,GA,4.27699115044248,565
2012-05-01,Georgia,GA,4.88097107438016,484
2012-06-01,Georgia,GA,4.7772641509434,318
2012-07-01,Georgia,GA,5.57945175438596,456
2012-08-01,Georgia,GA,3.24082352941176,85
2012-09-01,Georgia,GA,2.2192,100
2012-10-01,Georgia,GA,3.050525,400
2012-11-01,Georgia,GA,5.65442052980132,604
2012-12-01,Georgia,GA,2.68078703703704,216
2013-01-01,Georgia,GA,4.25690518783542,559
2013-02-01,Georgia,GA,4.49184573002755,363
2013-03-01,Georgia,GA,6.66009020618557,776
2013-04-01,Georgia,GA,4.74417475728155,309
2013-05-01,Georgia,GA,3.3683,200
2013-06-01,Georgia,GA,4.95121495327103,107
2013-07-01,Georgia,GA,1.19608695652174,23
2013-08-01,Georgia,GA,5.11085714285714,35
2013-09-01,Georgia,GA,1.21256637168142,113
2013-10-01,Georgia,GA,2.47338289962825,269
2013-11-01,Georgia,GA,3.85769014084507,355
2013-12-01,Georgia,GA,3.08636363636364,143
2014-01-01,Georgia,GA,6.60468208092486,519
2014-02-01,Georgia,GA,4.57374179431072,457
2014-03-01,Georgia,GA,6.27867665418227,801
2014-04-01,Georgia,GA,7.85101851851852,432
2014-05-01,Georgia,GA,3.37095808383234,167
2014-06-01,Georgia,GA,11.5664122137405,131
2014-07-01,Georgia,GA,6.79850427350427,234
2014-08-01,Georgia,GA,5.03426426426426,333
2014-09-01,Georgia,GA,6.77121212121212,66
2014-10-01,Georgia,GA,2.53672794117647,272
2014-11-01,Georgia,GA,2.76961722488038,418
2014-12-01,Georgia,GA,2.73381974248927,233
2015-01-01,Georgia,GA,2.57544247787611,226
2015-02-01,Georgia,GA,7.11631944444444,432
2015-03-01,Georgia,GA,5.03722084367246,403
2015-04-01,Georgia,GA,4.5624,150
2015-05-01,Georgia,GA,4.81172161172161,273
2015-06-01,Georgia,GA,7.01676056338028,213
2015-07-01,Georgia,GA,6.67763005780347,173
2015-08-01,Georgia,GA,3.01231404958678,121
2015-09-01,Georgia,GA,1.99029850746269,67
2015-10-01,Georgia,GA,1.75052631578947,152
2015-11-01,Georgia,GA,3.2825,64
2015-12-01,Georgia,GA,1.01037037037037,81
1992-01-01,Hawaii,HI,0.1,6
1992-02-01,Hawaii,HI,295.1125,16
1992-03-01,Hawaii,HI,5.61111111111111,9
1992-04-01,Hawaii,HI,7.575,8
1992-05-01,Hawaii,HI,940.0,3
1992-06-01,Hawaii,HI,10.0,4
1992-07-01,Hawaii,HI,131.916666666667,12
1992-08-01,Hawaii,HI,31.0625,8
1992-09-01,Hawaii,HI,10.0,5
1992-10-01,Hawaii,HI,522.066666666667,3
1992-11-01,Hawaii,HI,10.0,2
1992-12-01,Hawaii,HI,0.1,1
1993-01-01,Hawaii,HI,463.55,2
1993-02-01,Hawaii,HI,0.0,0
1993-03-01,Hawaii,HI,0.0,0
1993-04-01,Hawaii,HI,600.0,1
1993-05-01,Hawaii,HI,0.1,3
1993-06-01,Hawaii,HI,4.65,2
1993-07-01,Hawaii,HI,1000.0,1
1993-08-01,Hawaii,HI,5.0,1
1993-09-01,Hawaii,HI,0.0,0
1993-10-01,Hawaii,HI,10.05,2
1993-11-01,Hawaii,HI,0.0,0
1993-12-01,Hawaii,HI,0.1,2
1994-01-01,Hawaii,HI,0.1,1
1994-02-01,Hawaii,HI,0.0,0
1994-03-01,Hawaii,HI,1.0,1
1994-04-01,Hawaii,HI,0.0,0
1994-05-01,Hawaii,HI,0.0,0
1994-06-01,Hawaii,HI,0.1,1
1994-07-01,Hawaii,HI,0.1,2
1994-08-01,Hawaii,HI,40.0,1
1994-09-01,Hawaii,HI,0.0,0
1994-10-01,Hawaii,HI,37.0,1
1994-11-01,Hawaii,HI,0.1,2
1994-12-01,Hawaii,HI,0.0,0
1995-01-01,Hawaii,HI,396.0,1
1995-02-01,Hawaii,HI,0.0,0
1995-03-01,Hawaii,HI,0.1,3
1995-04-01,Hawaii,HI,0.0,0
1995-05-01,Hawaii,HI,420.0,1
1995-06-01,Hawaii,HI,25.0,1
1995-07-01,Hawaii,HI,0.0,0
1995-08-01,Hawaii,HI,181.0,1
1995-09-01,Hawaii,HI,5.0,1
1995-10-01,Hawaii,HI,0.1,1
1995-11-01,Hawaii,HI,0.1,1
1995-12-01,Hawaii,HI,0.0,0
1996-01-01,Hawaii,HI,5.0,1
1996-02-01,Hawaii,HI,300.0,1
1996-03-01,Hawaii,HI,0.0,0
1996-04-01,Hawaii,HI,0.0,0
1996-05-01,Hawaii,HI,0.0,0
1996-06-01,Hawaii,HI,2.55,2
1996-07-01,Hawaii,HI,0.0,0
1996-08-01,Hawaii,HI,20.0,1
1996-09-01,Hawaii,HI,0.1,1
1996-10-01,Hawaii,HI,50.0,1
1996-11-01,Hawaii,HI,0.0,0
1996-12-01,Hawaii,HI,0.1,1
1997-01-01,Hawaii,HI,0.4,3
1997-02-01,Hawaii,HI,0.0,0
1997-03-01,Hawaii,HI,0.0,0
1997-04-01,Hawaii,HI,12.575,4
1997-05-01,Hawaii,HI,0.1,5
1997-06-01,Hawaii,HI,0.0,0
1997-07-01,Hawaii,HI,0.0,0
1997-08-01,Hawaii,HI,0.0,0
1997-09-01,Hawaii,HI,0.0,0
1997-10-01,Hawaii,HI,0.0,0
1997-11-01,Hawaii,HI,0.0,0
1997-12-01,Hawaii,HI,0.0,0
1998-01-01,Hawaii,HI,0.0,0
1998-02-01,Hawaii,HI,749.025,4
1998-03-01,Hawaii,HI,156.64,5
1998-04-01,Hawaii,HI,6500.0,1
1998-05-01,Hawaii,HI,878.333333333333,3
1998-06-01,Hawaii,HI,276.05,2
1998-07-01,Hawaii,HI,60.0,3
1998-08-01,Hawaii,HI,2919.34,5
1998-09-01,Hawaii,HI,0.1,1
1998-10-01,Hawaii,HI,3420.0,1
1998-11-01,Hawaii,HI,0.0,0
1998-12-01,Hawaii,HI,12.0,1
1999-01-01,Hawaii,HI,0.0,0
1999-02-01,Hawaii,HI,0.1,1
1999-03-01,Hawaii,HI,0.0,0
1999-04-01,Hawaii,HI,0.1,1
1999-05-01,Hawaii,HI,69.0,1
1999-06-01,Hawaii,HI,30.05,2
1999-07-01,Hawaii,HI,0.1,1
1999-08-01,Hawaii,HI,5000.05,2
1999-09-01,Hawaii,HI,0.0,0
1999-10-01,Hawaii,HI,5000.0,1
1999-11-01,Hawaii,HI,0.0,0
1999-12-01,Hawaii,HI,0.0,0
2000-01-01,Hawaii,HI,0.1,1
2000-02-01,Hawaii,HI,1400.0,1
2000-03-01,Hawaii,HI,393.785714285714,7
2000-04-01,Hawaii,HI,0.0,0
2000-05-01,Hawaii,HI,0.0,0
2000-06-01,Hawaii,HI,1008.0,1
2000-07-01,Hawaii,HI,152.5,2
2000-08-01,Hawaii,HI,200.0,1
2000-09-01,Hawaii,HI,0.0,0
2000-10-01,Hawaii,HI,0.0,0
2000-11-01,Hawaii,HI,0.0,0
2000-12-01,Hawaii,HI,0.0,0
2001-01-01,Hawaii,HI,16.5791666666667,24
2001-02-01,Hawaii,HI,0.917142857142857,35
2001-03-01,Hawaii,HI,3.4,38
2001-04-01,Hawaii,HI,0.297619047619048,42
2001-05-01,Hawaii,HI,0.827027027027027,37
2001-06-01,Hawaii,HI,2.10754716981132,53
2001-07-01,Hawaii,HI,0.674712643678161,87
2001-08-01,Hawaii,HI,2.44818181818182,55
2001-09-01,Hawaii,HI,9.65740740740741,54
2001-10-01,Hawaii,HI,12.4431034482759,58
2001-11-01,Hawaii,HI,3.74166666666667,48
2001-12-01,Hawaii,HI,0.628571428571429,35
2002-01-01,Hawaii,HI,5.01590909090909,44
2002-02-01,Hawaii,HI,0.5,19
2002-03-01,Hawaii,HI,2.664,25
2002-04-01,Hawaii,HI,0.296296296296296,27
2002-05-01,Hawaii,HI,136.464,25
2002-06-01,Hawaii,HI,2.14242424242424,33
2002-07-01,Hawaii,HI,15.2833333333333,138
2002-08-01,Hawaii,HI,4.18695652173913,69
2002-09-01,Hawaii,HI,5.28870967741936,62
2002-10-01,Hawaii,HI,0.664102564102564,39
2002-11-01,Hawaii,HI,18.4,19
2002-12-01,Hawaii,HI,1.64736842105263,76
2003-01-01,Hawaii,HI,22.003125,96
2003-02-01,Hawaii,HI,55.7457142857143,35
2003-03-01,Hawaii,HI,0.319047619047619,42
2003-04-01,Hawaii,HI,0.192,25
2003-05-01,Hawaii,HI,60.4952380952381,84
2003-06-01,Hawaii,HI,53.3659090909091,88
2003-07-01,Hawaii,HI,23.8559090909091,220
2003-08-01,Hawaii,HI,11.6531746031746,126
2003-09-01,Hawaii,HI,26.5298076923077,104
2003-10-01,Hawaii,HI,2.13454545454545,55
2003-11-01,Hawaii,HI,14.2627118644068,59
2003-12-01,Hawaii,HI,0.514285714285714,7
2004-01-01,Hawaii,HI,0.294736842105263,19
2004-02-01,Hawaii,HI,1.3,22
2004-03-01,Hawaii,HI,0.808333333333333,24
2004-04-01,Hawaii,HI,1.06857142857143,35
2004-05-01,Hawaii,HI,0.348648648648649,37
2004-06-01,Hawaii,HI,0.51864406779661,59
2004-07-01,Hawaii,HI,2.82931726907631,249
2004-08-01,Hawaii,HI,3.30123456790123,81
2004-09-01,Hawaii,HI,35.2035714285714,56
2004-10-01,Hawaii,HI,0.545,60
2004-11-01,Hawaii,HI,0.42,15
2004-12-01,Hawaii,HI,26.15,30
2005-01-01,Hawaii,HI,0.23,30
2005-02-01,Hawaii,HI,0.432258064516129,31
2005-03-01,Hawaii,HI,2.20704225352113,71
2005-04-01,Hawaii,HI,1.17156862745098,102
2005-05-01,Hawaii,HI,24.8175182481752,137
2005-06-01,Hawaii,HI,31.6047244094488,127
2005-07-01,Hawaii,HI,17.1088235294118,272
2005-08-01,Hawaii,HI,206.234394904459,157
2005-09-01,Hawaii,HI,5.32911392405063,79
2005-10-01,Hawaii,HI,6.62941176470588,51
2005-11-01,Hawaii,HI,0.617647058823529,34
2005-12-01,Hawaii,HI,0.707284768211921,151
2006-01-01,Hawaii,HI,11.7230769230769,117
2006-02-01,Hawaii,HI,6.66415094339623,53
2006-03-01,Hawaii,HI,0.3,7
2006-04-01,Hawaii,HI,0.68,40
2006-05-01,Hawaii,HI,1.01388888888889,36
2006-06-01,Hawaii,HI,0.57012987012987,77
2006-07-01,Hawaii,HI,5.05263157894737,209
2006-08-01,Hawaii,HI,67.7459459459459,74
2006-09-01,Hawaii,HI,60.7112903225806,62
2006-10-01,Hawaii,HI,39.425,26
2006-11-01,Hawaii,HI,42.9833333333333,18
2006-12-01,Hawaii,HI,0.422857142857143,70
2007-01-01,Hawaii,HI,54.7076923076923,91
2007-02-01,Hawaii,HI,60.454,50
2007-03-01,Hawaii,HI,10.1095238095238,42
2007-04-01,Hawaii,HI,10.0571428571429,56
2007-05-01,Hawaii,HI,1.82888888888889,90
2007-06-01,Hawaii,HI,43.11171875,128
2007-07-01,Hawaii,HI,62.9401315789474,228
2007-08-01,Hawaii,HI,68.4669565217391,115
2007-09-01,Hawaii,HI,4.44814814814815,54
2007-10-01,Hawaii,HI,39.1046875,64
2007-11-01,Hawaii,HI,0.4,23
2007-12-01,Hawaii,HI,1.18260869565217,23
2008-01-01,Hawaii,HI,2.26862745098039,51
2008-02-01,Hawaii,HI,0.324,25
2008-03-01,Hawaii,HI,52.6625,72
2008-04-01,Hawaii,HI,0.676712328767123,73
2008-05-01,Hawaii,HI,2.03289473684211,76
2008-06-01,Hawaii,HI,1.82967032967033,91
2008-07-01,Hawaii,HI,0.8712,125
2008-08-01,Hawaii,HI,5.41891891891892,74
2008-09-01,Hawaii,HI,4.16152542372881,59
2008-10-01,Hawaii,HI,1.746,60
2008-11-01,Hawaii,HI,15.7013888888889,36
2008-12-01,Hawaii,HI,15.4555555555556,27
2009-01-01,Hawaii,HI,0.18775,40
2009-02-01,Hawaii,HI,0.861794871794872,39
2009-03-01,Hawaii,HI,20.3691891891892,37
2009-04-01,Hawaii,HI,0.658928571428571,56
2009-05-01,Hawaii,HI,0.548805970149254,67
2009-06-01,Hawaii,HI,1.46988636363636,88
2009-07-01,Hawaii,HI,5.54110497237569,181
2009-08-01,Hawaii,HI,132.308196721311,61
2009-09-01,Hawaii,HI,9.365,76
2009-10-01,Hawaii,HI,1.19290909090909,55
2009-11-01,Hawaii,HI,0.846,35
2009-12-01,Hawaii,HI,11.4061728395062,81
2010-01-01,Hawaii,HI,0.261413043478261,92
2010-02-01,Hawaii,HI,8.7435,60
2010-03-01,Hawaii,HI,23.387037037037,54
2010-04-01,Hawaii,HI,1.98727272727273,88
2010-05-01,Hawaii,HI,16.8447540983607,61
2010-06-01,Hawaii,HI,76.1160416666667,96
2010-07-01,Hawaii,HI,7.73883040935673,171
2010-08-01,Hawaii,HI,19.2380952380952,126
2010-09-01,Hawaii,HI,8.3584,100
2010-10-01,Hawaii,HI,2.06691176470588,68
2010-11-01,Hawaii,HI,3.54307692307692,39
2010-12-01,Hawaii,HI,1.02758620689655,29
2011-01-01,Hawaii,HI,0.1352,25
2011-02-01,Hawaii,HI,0.345384615384615,26
2011-03-01,Hawaii,HI,77.7214814814815,27
2011-04-01,Hawaii,HI,0.121428571428571,28
2011-05-01,Hawaii,HI,22.570243902439,41
2011-06-01,Hawaii,HI,0.799333333333333,45
2011-07-01,Hawaii,HI,0.208846153846154,78
2011-08-01,Hawaii,HI,4.0484375,96
2011-09-01,Hawaii,HI,2.21506172839506,81
2011-10-01,Hawaii,HI,15.4582894736842,76
2011-11-01,Hawaii,HI,2.00681818181818,44
2011-12-01,Hawaii,HI,0.180555555555556,36
2012-01-01,Hawaii,HI,3.74184210526316,76
2012-02-01,Hawaii,HI,2.0928,50
2012-03-01,Hawaii,HI,0.744411764705882,34
2012-04-01,Hawaii,HI,5.13585365853659,41
2012-05-01,Hawaii,HI,10.5152112676056,71
2012-06-01,Hawaii,HI,17.2357798165138,109
2012-07-01,Hawaii,HI,1.40417910447761,67
2012-08-01,Hawaii,HI,2.22132352941176,68
2012-09-01,Hawaii,HI,0.600175438596491,57
2012-10-01,Hawaii,HI,2.48163265306122,49
2012-11-01,Hawaii,HI,25.0698,50
2012-12-01,Hawaii,HI,1.97857142857143,42
2013-01-01,Hawaii,HI,2.46772727272727,22
2013-02-01,Hawaii,HI,0.275263157894737,19
2013-03-01,Hawaii,HI,0.131666666666667,12
2013-04-01,Hawaii,HI,0.0,0
2013-05-01,Hawaii,HI,0.0,0
2013-06-01,Hawaii,HI,0.0,0
2013-07-01,Hawaii,HI,0.2,1
2013-08-01,Hawaii,HI,0.0,0
2013-09-01,Hawaii,HI,0.0,0
2013-10-01,Hawaii,HI,3.0,2
2013-11-01,Hawaii,HI,344.05,2
2013-12-01,Hawaii,HI,3.0,2
2014-01-01,Hawaii,HI,0.1,1
2014-02-01,Hawaii,HI,0.0,0
2014-03-01,Hawaii,HI,0.0,0
2014-04-01,Hawaii,HI,0.0,0
2014-05-01,Hawaii,HI,0.0,0
2014-06-01,Hawaii,HI,0.0,0
2014-07-01,Hawaii,HI,0.0,0
2014-08-01,Hawaii,HI,0.0,0
2014-09-01,Hawaii,HI,0.0,0
2014-10-01,Hawaii,HI,0.0,0
2014-11-01,Hawaii,HI,0.1,1
2014-12-01,Hawaii,HI,0.0,0
2015-01-01,Hawaii,HI,452.0,1
2015-02-01,Hawaii,HI,0.6,1
2015-03-01,Hawaii,HI,0.0,0
2015-04-01,Hawaii,HI,0.0,0
2015-05-01,Hawaii,HI,0.0,0
2015-06-01,Hawaii,HI,0.0,0
2015-07-01,Hawaii,HI,0.0,0
